epoch,loss,lr,val_loss,val_y0_dice_coef,val_y0_iou,val_y0_loss,val_y0_precision,val_y0_recall,val_y1_dice_coef,val_y1_iou,val_y1_loss,val_y1_precision,val_y1_recall,val_y2_dice_coef,val_y2_iou,val_y2_loss,val_y2_precision,val_y2_recall,val_y3_dice_coef,val_y3_iou,val_y3_loss,val_y3_precision,val_y3_recall,val_y4_dice_coef,val_y4_iou,val_y4_loss,val_y4_precision,val_y4_recall,val_y5_dice_coef,val_y5_iou,val_y5_loss,val_y5_precision,val_y5_recall,val_y6_dice_coef,val_y6_iou,val_y6_loss,val_y6_precision,val_y6_recall,y0_dice_coef,y0_iou,y0_loss,y0_precision,y0_recall,y1_dice_coef,y1_iou,y1_loss,y1_precision,y1_recall,y2_dice_coef,y2_iou,y2_loss,y2_precision,y2_recall,y3_dice_coef,y3_iou,y3_loss,y3_precision,y3_recall,y4_dice_coef,y4_iou,y4_loss,y4_precision,y4_recall,y5_dice_coef,y5_iou,y5_loss,y5_precision,y5_recall,y6_dice_coef,y6_iou,y6_loss,y6_precision,y6_recall
0,1.1691508293151855,1e-04,1.2150744199752808,0.8782274127006531,0.7845922112464905,0.15408284962177277,0.9565426707267761,0.8865545988082886,0.8774625658988953,0.7834248542785645,0.14908826351165771,0.9567434787750244,0.8936842679977417,0.8745640516281128,0.778683602809906,0.15724152326583862,0.9531973600387573,0.8897843360900879,0.8675352334976196,0.7677383422851562,0.1657210886478424,0.9509437084197998,0.8807883262634277,0.8620507121086121,0.7592684030532837,0.17340482771396637,0.9471074342727661,0.8662081956863403,0.8421694040298462,0.7289826273918152,0.19213524460792542,0.9428805708885193,0.8410625457763672,0.8130010962486267,0.6866104006767273,0.22340048849582672,0.9280972480773926,0.8040264248847961,0.8825048208236694,0.7911650538444519,0.14912186563014984,0.9333771467208862,0.90665602684021,0.8814194798469543,0.7894261479377747,0.14841334521770477,0.9327383041381836,0.909982442855835,0.8786563873291016,0.7849979996681213,0.15157026052474976,0.9310644865036011,0.9082837104797363,0.8721146583557129,0.7746375799179077,0.15579931437969208,0.929250180721283,0.9057958722114563,0.8646014928817749,0.7629156708717346,0.16672514379024506,0.9240010976791382,0.8966129422187805,0.8459389209747314,0.7343665361404419,0.18608105182647705,0.911476731300354,0.8863009810447693,0.8208598494529724,0.6974024176597595,0.21144050359725952,0.8970054388046265,0.8664394617080688
1,0.974787175655365,1e-04,1.1284064054489136,0.8960896134376526,0.8132100105285645,0.14246617257595062,0.9609658718109131,0.8976712822914124,0.8971908688545227,0.8150442838668823,0.13679802417755127,0.9625294804573059,0.9020788669586182,0.8924605846405029,0.8071701526641846,0.1453714817762375,0.9580565690994263,0.9005872011184692,0.8838672041893005,0.7933714389801025,0.15733255445957184,0.9554376602172852,0.8903695940971375,0.8780658841133118,0.7842252850532532,0.16756412386894226,0.9517771005630493,0.8819578289985657,0.8679339289665222,0.768194854259491,0.17699873447418213,0.9360591769218445,0.8852905631065369,0.8409777879714966,0.7270651459693909,0.2018752545118332,0.9166012406349182,0.8663541078567505,0.9058740735054016,0.8289961814880371,0.119769386947155,0.9481436610221863,0.9232333898544312,0.9058331251144409,0.8289123177528381,0.11919250339269638,0.9483917355537415,0.9255450367927551,0.9021857976913452,0.8228431344032288,0.12322980910539627,0.9459958672523499,0.9237469434738159,0.8955764174461365,0.8119586110115051,0.1282743513584137,0.9435321688652039,0.9218473434448242,0.8873793482780457,0.7986493706703186,0.13939706981182098,0.9383673667907715,0.9135438203811646,0.8694145083427429,0.7700728178024292,0.158591628074646,0.9263793230056763,0.9035252928733826,0.8423730134963989,0.7287232875823975,0.1863332837820053,0.9106352925300598,0.8836280703544617
2,0.8495833277702332,1e-04,1.1010810136795044,0.9020330905914307,0.823085606098175,0.13710081577301025,0.9672505855560303,0.8985244631767273,0.9041259288787842,0.8265693187713623,0.13297808170318604,0.9678379893302917,0.9034003615379333,0.8966798186302185,0.8141884803771973,0.14583764970302582,0.9664808511734009,0.8920809626579285,0.8870988488197327,0.7986882925033569,0.15611839294433594,0.9648797512054443,0.8817461729049683,0.8785039186477661,0.7850505709648132,0.1661919802427292,0.9628595113754272,0.8672352433204651,0.8686822056770325,0.7694542407989502,0.16994544863700867,0.9509078860282898,0.8653175830841064,0.85178142786026,0.743346095085144,0.1929086148738861,0.9274952411651611,0.8627816438674927,0.9202262163162231,0.8531204462051392,0.1013035848736763,0.9567422866821289,0.9328299164772034,0.9201783537864685,0.8530400395393372,0.10093268007040024,0.9569817185401917,0.9345917105674744,0.9164831638336182,0.846720278263092,0.10546689480543137,0.9547779560089111,0.932856023311615,0.9100610017776489,0.8358669281005859,0.11081419885158539,0.9520027041435242,0.9309689402580261,0.9015282988548279,0.8216658234596252,0.12176068872213364,0.9468745589256287,0.9236851334571838,0.8844534158706665,0.7938232421875,0.1403331458568573,0.9356767535209656,0.9143496155738831,0.857119083404541,0.7509450316429138,0.16897225379943848,0.9195711016654968,0.8946362733840942
3,0.8026582598686218,1e-04,0.9039413928985596,0.9215535521507263,0.8555179834365845,0.1086835190653801,0.9671856164932251,0.9203197956085205,0.9218111634254456,0.8560238480567932,0.10867036134004593,0.9695762395858765,0.9188732504844666,0.9183685183525085,0.8499734997749329,0.1140456274151802,0.9626411199569702,0.9235672950744629,0.9098976850509644,0.8356310725212097,0.12289194762706757,0.9576379656791687,0.9208478331565857,0.9009449481964111,0.8207991123199463,0.1326739341020584,0.9566754698753357,0.9085074663162231,0.8872116804122925,0.7983666658401489,0.14368104934692383,0.9456329345703125,0.9038885831832886,0.8602231740951538,0.7558655738830566,0.1732950508594513,0.9265128970146179,0.8899579048156738,0.9263037443161011,0.8636842966079712,0.0936395451426506,0.9599897265434265,0.9370055198669434,0.9264293313026428,0.8639002442359924,0.09350086748600006,0.9602172374725342,0.9380465745925903,0.9225373864173889,0.8571369051933289,0.09856440126895905,0.9583199620246887,0.9362354278564453,0.9164946675300598,0.8467780351638794,0.10436287522315979,0.9548936486244202,0.9346816539764404,0.9073024988174438,0.8313249945640564,0.11570959538221359,0.9493515491485596,0.9276245832443237,0.8905391693115234,0.8036791086196899,0.13425862789154053,0.9384434223175049,0.9184585809707642,0.8635411262512207,0.7608206868171692,0.162622332572937,0.9228047728538513,0.8989212512969971
4,0.6952491402626038,1e-04,0.8746952414512634,0.9254522323608398,0.8625432252883911,0.10486139357089996,0.9691837430000305,0.9186694622039795,0.925372302532196,0.8624392151832581,0.10510304570198059,0.970280647277832,0.9176705479621887,0.9212914705276489,0.855350136756897,0.11178921908140182,0.9687517285346985,0.9115870594978333,0.9157401919364929,0.845894455909729,0.11901026219129562,0.9632765650749207,0.9130914211273193,0.9101517796516418,0.8364298939704895,0.12882372736930847,0.9576864838600159,0.9101912975311279,0.8999246954917908,0.8193007111549377,0.13809099793434143,0.9428131580352783,0.9171552658081055,0.875396728515625,0.7796710729598999,0.167016863822937,0.9230114221572876,0.9058203101158142,0.9381262063980103,0.8840397596359253,0.07845287770032883,0.9674376845359802,0.945004940032959,0.9380230903625488,0.8838682174682617,0.07829264551401138,0.9676655530929565,0.9459828734397888,0.9342366456985474,0.8771646022796631,0.08301062136888504,0.9657331705093384,0.9442371129989624,0.9282370805740356,0.8666776418685913,0.08873223513364792,0.9628034234046936,0.9418337345123291,0.919179379940033,0.8510925769805908,0.09963275492191315,0.9576734304428101,0.9356570243835449,0.902424156665802,0.8229150772094727,0.1181829422712326,0.9468560814857483,0.9266351461410522,0.8739796876907349,0.7769472599029541,0.14894500374794006,0.9302085638046265,0.907007098197937
5,0.6184919476509094,1e-04,0.8995898962020874,0.9297235608100891,0.8701772689819336,0.10824047774076462,0.9617271423339844,0.9331061244010925,0.9303253889083862,0.8712522387504578,0.10823073983192444,0.9635937213897705,0.9309735298156738,0.9251807928085327,0.8621909618377686,0.11449689418077469,0.9603131413459778,0.931048572063446,0.9176520109176636,0.84932541847229,0.12296003848314285,0.9542155265808105,0.9317715167999268,0.9086453318595886,0.8341988325119019,0.13224026560783386,0.9547888040542603,0.9164090156555176,0.8980222940444946,0.8163925409317017,0.14249224960803986,0.9462239742279053,0.9119012951850891,0.8710774779319763,0.773073673248291,0.17092929780483246,0.9326273202896118,0.8853006362915039,0.9467293620109558,0.8992288708686829,0.06772509217262268,0.9730744957923889,0.9500533938407898,0.9466965198516846,0.8991785049438477,0.06756600737571716,0.9731540083885193,0.9508166313171387,0.943317711353302,0.8930974006652832,0.07202448695898056,0.9713837504386902,0.9493887424468994,0.9373233318328857,0.8824417591094971,0.07793747633695602,0.9686303734779358,0.9468689560890198,0.9285691976547241,0.8671247959136963,0.08847644925117493,0.9632360935211182,0.9417986273765564,0.9124652147293091,0.8395642042160034,0.10636769980192184,0.9532023668289185,0.9325414299964905,0.8833343386650085,0.7917035222053528,0.1383950114250183,0.936012864112854,0.9130749106407166
6,0.606757402420044,1e-04,1.280634880065918,0.8883110880851746,0.8009036779403687,0.15150359272956848,0.9214110374450684,0.9345690011978149,0.8881305456161499,0.8006408214569092,0.14603373408317566,0.926827609539032,0.9324869513511658,0.8907150626182556,0.8046333193778992,0.1554904282093048,0.9229427576065063,0.9315847158432007,0.884016752243042,0.7938687205314636,0.18327093124389648,0.8987588286399841,0.9403320550918579,0.8880706429481506,0.8003841042518616,0.18703299760818481,0.9148648381233215,0.9175520539283752,0.8743635416030884,0.7783787846565247,0.22063758969306946,0.9071676731109619,0.9041261672973633,0.8523812890052795,0.7442469596862793,0.23666565120220184,0.8944567441940308,0.8879965543746948,0.948154628276825,0.9019842743873596,0.06607789546251297,0.9738001227378845,0.9506883025169373,0.9480732679367065,0.9018529653549194,0.06609784811735153,0.9740379452705383,0.9509323835372925,0.9448168873786926,0.8959473967552185,0.07055819779634476,0.9721617102622986,0.9499996304512024,0.9393565654754639,0.8861744999885559,0.07639782875776291,0.9693061709403992,0.9475207924842834,0.9305544495582581,0.8706884980201721,0.08687657117843628,0.964083194732666,0.9424332976341248,0.9147834181785583,0.8435715436935425,0.10441010445356369,0.953840434551239,0.9337476491928101,0.8857820630073547,0.795685887336731,0.13633893430233002,0.9369892477989197,0.914190948009491
7,0.6042949557304382,1e-04,0.8069339990615845,0.9326834678649902,0.8748127818107605,0.0921822190284729,0.9721250534057617,0.9326853156089783,0.9321306943893433,0.8738795518875122,0.09227451682090759,0.9736320972442627,0.9303907752037048,0.9267478585243225,0.8644744157791138,0.10148024559020996,0.9752941727638245,0.9168630838394165,0.9218908548355103,0.8560688495635986,0.10926512628793716,0.9684005379676819,0.9199706315994263,0.910792887210846,0.8372564315795898,0.12121645361185074,0.9656898975372314,0.907085657119751,0.904059112071991,0.8259241580963135,0.13031472265720367,0.9496354460716248,0.9182142615318298,0.8805364966392517,0.7876516580581665,0.1602005660533905,0.9273604154586792,0.9079495668411255,0.9487550258636475,0.9029489159584045,0.0650601014494896,0.9742872714996338,0.9509751200675964,0.9488149285316467,0.903061032295227,0.06498908251523972,0.9745316505432129,0.9513485431671143,0.945126473903656,0.896416425704956,0.06986614316701889,0.9725963473320007,0.9498361349105835,0.938949704170227,0.8854079842567444,0.07609293609857559,0.9694651365280151,0.9470871090888977,0.9294655323028564,0.8687674403190613,0.08683774620294571,0.9639665484428406,0.9420274496078491,0.913999080657959,0.8422398567199707,0.10472574084997177,0.9539297819137573,0.9325642585754395,0.8854084014892578,0.7951247096061707,0.13672304153442383,0.9368598461151123,0.9134424924850464
8,0.5431849360466003,1e-04,0.8943856954574585,0.9312664270401001,0.8725935220718384,0.10872449725866318,0.9639376401901245,0.930671751499176,0.9310965538024902,0.8723213076591492,0.10974589735269547,0.9654545187950134,0.9292237162590027,0.9267783164978027,0.8648123145103455,0.1165025606751442,0.9654865264892578,0.9202210903167725,0.920310378074646,0.8536714911460876,0.11939752846956253,0.9607709050178528,0.9187541007995605,0.9130035638809204,0.8413363099098206,0.13244126737117767,0.9568974375724792,0.9107345342636108,0.9066087603569031,0.8304619789123535,0.14003130793571472,0.9405011534690857,0.9225658774375916,0.8818471431732178,0.789935290813446,0.16754268109798431,0.9179055690765381,0.9134490489959717,0.9553034901618958,0.9147466421127319,0.05693816766142845,0.97833651304245,0.9546995162963867,0.9553166627883911,0.9147738814353943,0.05686401575803757,0.9784931540489197,0.9547271132469177,0.9518741369247437,0.9084900617599487,0.06144978106021881,0.9767677783966064,0.953625500202179,0.946101725101471,0.898054838180542,0.06770352274179459,0.9738802909851074,0.9510232210159302,0.9372100830078125,0.8822241425514221,0.07799050211906433,0.968705415725708,0.9463819861412048,0.9219464063644409,0.8556622862815857,0.09506526589393616,0.9590373635292053,0.9379469752311707,0.893381655216217,0.8079150319099426,0.1271732896566391,0.9422793388366699,0.9188058376312256
9,0.5222375988960266,1e-04,0.9190957546234131,0.9284215569496155,0.8676237463951111,0.11519867926836014,0.9817678928375244,0.9033252000808716,0.928598165512085,0.8679580688476562,0.11713957041501999,0.982319176197052,0.9024183750152588,0.9213626384735107,0.8553635478019714,0.11796974390745163,0.9807217717170715,0.8990061283111572,0.9110672473907471,0.8378406167030334,0.12388098984956741,0.9789367318153381,0.8914980888366699,0.8964625597000122,0.8136664628982544,0.1377115547657013,0.9756882786750793,0.8816083073616028,0.8916735649108887,0.8056302666664124,0.14277803897857666,0.9654772281646729,0.8830339908599854,0.8717303276062012,0.7737734317779541,0.16441696882247925,0.9522808790206909,0.8625388145446777,0.957521378993988,0.9188257455825806,0.05397557467222214,0.979614794254303,0.9560319781303406,0.9574753046035767,0.9187438488006592,0.05392651632428169,0.9797170758247375,0.9558169841766357,0.9540761709213257,0.9125228524208069,0.05858148634433746,0.978065013885498,0.9549375176429749,0.948388934135437,0.9021971225738525,0.06466025859117508,0.9751262664794922,0.9525944590568542,0.9396629929542542,0.88658207654953,0.07490181922912598,0.969815731048584,0.9481989145278931,0.9246729016304016,0.8603624701499939,0.09196634590625763,0.9603983163833618,0.9397585391998291,0.896244466304779,0.8125868439674377,0.12422534823417664,0.9438385963439941,0.9204199314117432
10,0.48932814598083496,1e-04,0.8338441252708435,0.9398507475852966,0.8875128030776978,0.09685280919075012,0.9796215295791626,0.9218698740005493,0.9400926232337952,0.8879590034484863,0.09758532047271729,0.9802640080451965,0.9204480051994324,0.932494044303894,0.874528169631958,0.10535898804664612,0.9801693558692932,0.9098851084709167,0.9257020950317383,0.862739622592926,0.11165957897901535,0.9749426245689392,0.9102630615234375,0.9154567122459412,0.8452609777450562,0.12687547504901886,0.9722576141357422,0.9010052680969238,0.9079097509384155,0.8324224948883057,0.1364724338054657,0.9607407450675964,0.9058688879013062,0.8845419883728027,0.7940593361854553,0.15903931856155396,0.9451189041137695,0.8868855237960815,0.9609894156455994,0.9251521229743958,0.049390628933906555,0.9821192026138306,0.958084762096405,0.9611362814903259,0.9254259467124939,0.04925178363919258,0.9823094606399536,0.9578247666358948,0.9576308131217957,0.9189611673355103,0.05376097932457924,0.9805817008018494,0.956993043422699,0.9520263671875,0.9087239503860474,0.05994356423616409,0.977532148361206,0.9546442031860352,0.9430233240127563,0.892512321472168,0.0703311488032341,0.97249436378479,0.950251042842865,0.9284053444862366,0.8667788505554199,0.08708545565605164,0.9632744193077087,0.9417458772659302,0.8992918729782104,0.8175769448280334,0.11956474184989929,0.9460353851318359,0.9239060878753662
11,0.4406008720397949,1e-04,0.8285811543464661,0.942438542842865,0.8921878337860107,0.10073059052228928,0.9767774343490601,0.9264539480209351,0.9428040385246277,0.8928490877151489,0.10070265084505081,0.9769308567047119,0.9258249998092651,0.9339454174041748,0.8771520256996155,0.10841298848390579,0.9777930974960327,0.914925754070282,0.9232151508331299,0.8585077524185181,0.11999943107366562,0.9771748781204224,0.9019992351531982,0.9152600169181824,0.8447942137718201,0.12200218439102173,0.9700585603713989,0.9027538895606995,0.9095820188522339,0.8349946737289429,0.12528233230113983,0.9550127983093262,0.9176558256149292,0.8869755864143372,0.7977954745292664,0.1514510065317154,0.9383828639984131,0.903754711151123,0.9661867022514343,0.9347513318061829,0.043089743703603745,0.9854310750961304,0.9610870480537415,0.9663293361663818,0.9350183010101318,0.042941220104694366,0.9855499267578125,0.9607911109924316,0.9629718661308289,0.9287607669830322,0.04713790863752365,0.9840357303619385,0.9599311351776123,0.9575040936470032,0.9186699986457825,0.05311167240142822,0.9811547994613647,0.9578748941421509,0.9489256143569946,0.9030557870864868,0.06313222646713257,0.9762537479400635,0.9536409974098206,0.9344474077224731,0.8772748708724976,0.07955905050039291,0.9671326875686646,0.9458858966827393,0.9059358239173889,0.8285073637962341,0.11162945628166199,0.9506071209907532,0.927882969379425
12,0.48520779609680176,1e-04,0.7995585203170776,0.9411340951919556,0.8897705078125,0.09331880509853363,0.9814057350158691,0.9206715226173401,0.9403717517852783,0.8884544372558594,0.09420451521873474,0.9824352264404297,0.9176390767097473,0.9353036284446716,0.8793948888778687,0.10244674980640411,0.9810640215873718,0.9114747047424316,0.9268171191215515,0.8645402789115906,0.11068855226039886,0.9775704741477966,0.907218337059021,0.9192966818809509,0.8515885472297668,0.11875243484973907,0.9722860455513,0.9033734798431396,0.9148987531661987,0.8439594507217407,0.12410011887550354,0.9537472724914551,0.9211839437484741,0.8909070491790771,0.8041608929634094,0.15604718029499054,0.9335972666740417,0.9061660766601562,0.9614876508712769,0.9262027144432068,0.049327701330184937,0.9824455380439758,0.9579892158508301,0.9614388346672058,0.9261160492897034,0.04934629797935486,0.9825753569602966,0.9575760960578918,0.9581478238105774,0.9200296401977539,0.05375639721751213,0.9808439016342163,0.9565958380699158,0.9529615640640259,0.9105109572410583,0.059580471366643906,0.9779590368270874,0.9545067548751831,0.9445221424102783,0.8952760100364685,0.06957817822694778,0.9730074405670166,0.9503819942474365,0.9302261471748352,0.8700251579284668,0.08590394258499146,0.9638423919677734,0.9425788521766663,0.9021941423416138,0.8223919868469238,0.11771445721387863,0.9470933675765991,0.9240052700042725
