epoch,loss,lr,val_loss,val_y0_loss,val_y1_loss,val_y2_loss,val_y3_loss,val_y4_loss,val_y5_loss,val_y6_loss,y0_loss,y1_loss,y2_loss,y3_loss,y4_loss,y5_loss,y6_loss
0,0.22874198853969574,1e-04,0.4374091327190399,0.05774758756160736,0.05812697112560272,0.05785196274518967,0.05738511309027672,0.061293166130781174,0.06657188385725021,0.07843241840600967,0.025870952755212784,0.025915764272212982,0.02626292034983635,0.027574636042118073,0.031859852373600006,0.03802606090903282,0.053231753408908844
1,0.2324284315109253,1e-04,0.6548170447349548,0.08629383891820908,0.08540265262126923,0.08485159277915955,0.08770468086004257,0.09149615466594696,0.102401502430439,0.11666668206453323,0.02675839513540268,0.026927517727017403,0.027194680646061897,0.028454970568418503,0.03238655999302864,0.03812592104077339,0.052580300718545914
2,0.22318993508815765,1e-04,0.4175969958305359,0.05641603842377663,0.056621771305799484,0.05658390745520592,0.05638173222541809,0.057767778635025024,0.06173137575387955,0.07209432870149612,0.025192078202962875,0.02530037797987461,0.025657566264271736,0.026960931718349457,0.03107033483684063,0.03699404001235962,0.052014853805303574
3,0.2251066416501999,1e-04,0.510033130645752,0.06324295699596405,0.06286376714706421,0.0644759014248848,0.06556056439876556,0.07218681275844574,0.08163809776306152,0.10006501525640488,0.02572016604244709,0.025906477123498917,0.02623646892607212,0.02752086892724037,0.03136739879846573,0.03692210465669632,0.05143315717577934
4,0.20494848489761353,1e-04,0.4037846326828003,0.05265093594789505,0.0525960735976696,0.05296189710497856,0.054666079580783844,0.05709371715784073,0.060331791639328,0.07348422706127167,0.022730669006705284,0.022799048572778702,0.023185886442661285,0.024593722075223923,0.02854204922914505,0.03430813178420067,0.04878908395767212
5,0.16536074876785278,1e-04,0.4274243712425232,0.0585898794233799,0.05830646678805351,0.058454014360904694,0.058498721569776535,0.059345047920942307,0.06202127784490585,0.07220889627933502,0.017925329506397247,0.01787865161895752,0.01833409070968628,0.019602596759796143,0.022932250052690506,0.027866804972290993,0.04082091897726059
6,0.21228159964084625,1e-04,0.5304451584815979,0.06970459967851639,0.06954596936702728,0.06974153965711594,0.07137882709503174,0.07638819515705109,0.08097381144762039,0.09271218627691269,0.024025648832321167,0.024105366319417953,0.02444155141711235,0.025787632912397385,0.029406340792775154,0.03533593937754631,0.04917922243475914
7,0.17280833423137665,1e-04,0.39418306946754456,0.05407620221376419,0.05433547869324684,0.05351324751973152,0.05264921858906746,0.054126232862472534,0.057497717440128326,0.06798496842384338,0.01876792497932911,0.018769297748804092,0.01923135668039322,0.020548677071928978,0.024032684043049812,0.02911020629107952,0.04234812408685684
8,0.14133484661579132,1e-04,0.3807593584060669,0.05285077169537544,0.05282673239707947,0.05190695822238922,0.05022173002362251,0.05025359243154526,0.0555073581635952,0.0671921893954277,0.01510859839618206,0.01505194790661335,0.015535753220319748,0.016692165285348892,0.01960071176290512,0.023882977664470673,0.03546268492937088
9,0.21152928471565247,1e-04,0.4320219159126282,0.058592792600393295,0.05807425081729889,0.059193503111600876,0.058821678161621094,0.06119130924344063,0.06401148438453674,0.07213693112134933,0.02412479743361473,0.02424234338104725,0.024620331823825836,0.026039808988571167,0.029540112242102623,0.034737665206193924,0.04822426661849022
10,0.18692810833454132,1e-04,0.4310515522956848,0.05817490071058273,0.05800868943333626,0.05754256993532181,0.05715340003371239,0.059269752353429794,0.06461121886968613,0.076291024684906,0.02055593952536583,0.020605608820915222,0.021036013960838318,0.022467751055955887,0.026014739647507668,0.031197572126984596,0.045050591230392456
11,0.15233704447746277,1e-04,0.3569386899471283,0.049065932631492615,0.04932161048054695,0.048504408448934555,0.04642874002456665,0.04860133305191994,0.05265441909432411,0.06236235424876213,0.016326794400811195,0.016316620633006096,0.016792595386505127,0.018096482381224632,0.02114509604871273,0.025696376338601112,0.037962961941957474
12,0.13283205032348633,1e-04,0.4076310396194458,0.05774001404643059,0.05774344876408577,0.05687487870454788,0.054171886295080185,0.0539378821849823,0.059003476053476334,0.06815950572490692,0.014096024446189404,0.01404606644064188,0.01452446449548006,0.01567118428647518,0.0183884184807539,0.022509638220071793,0.03359627351164818
13,0.22336164116859436,1e-04,0.3597370982170105,0.045679256319999695,0.044998861849308014,0.045851148664951324,0.047452498227357864,0.050836335867643356,0.055637381970882416,0.06928161531686783,0.025352388620376587,0.02550269290804863,0.02587456814944744,0.02736501954495907,0.031154073774814606,0.03683130443096161,0.05128172039985657
14,0.1391591578722,1e-04,0.3384932279586792,0.04492738097906113,0.04488413408398628,0.044332027435302734,0.043843332678079605,0.04602469876408577,0.05086963251233101,0.0636119395494461,0.014648623764514923,0.014622490853071213,0.015105846337974072,0.016336584463715553,0.019288646057248116,0.023679064586758614,0.035477910190820694
15,0.12437127530574799,1e-04,0.354434996843338,0.04888175055384636,0.04859473928809166,0.04790526628494263,0.045905474573373795,0.04723299294710159,0.051601774990558624,0.06431300193071365,0.013091654516756535,0.013041230849921703,0.013530603609979153,0.01465878076851368,0.01721121557056904,0.021096616983413696,0.031741295009851456
16,0.16564257442951202,1e-04,0.6022955179214478,0.07638141512870789,0.07859186828136444,0.08038672804832458,0.08311730623245239,0.08512385189533234,0.09344872087240219,0.10524571686983109,0.01863895356655121,0.01874060183763504,0.01913617178797722,0.02026473544538021,0.02299957349896431,0.0271957628428936,0.038666754961013794
17,0.16807448863983154,1e-04,0.39309176802635193,0.05294710025191307,0.053298041224479675,0.053589701652526855,0.05354538559913635,0.05508950725197792,0.05793803185224533,0.06668400764465332,0.018278582021594048,0.01835617423057556,0.01878339797258377,0.02014511451125145,0.023326478898525238,0.028127748519182205,0.04105687886476517
18,0.1772257685661316,1e-04,0.3561955392360687,0.04649974778294563,0.04592128098011017,0.045826416462659836,0.045784611254930496,0.049504444003105164,0.05537905916571617,0.06727993488311768,0.01957075484097004,0.019720442593097687,0.020163580775260925,0.021647032350301743,0.02470959722995758,0.02922985330224037,0.042184729129076004
19,0.12931065261363983,1e-04,0.3562988340854645,0.04843174293637276,0.04860449954867363,0.04744628444314003,0.04566413536667824,0.04774494469165802,0.05350588262081146,0.06490135937929153,0.013457450084388256,0.013425695709884167,0.013914904557168484,0.015125512145459652,0.01783682405948639,0.021960480138659477,0.03358975052833557
20,0.1157912015914917,1e-05,0.3543606400489807,0.0484514944255352,0.04863092675805092,0.0474543496966362,0.04526778683066368,0.04738444834947586,0.05341719090938568,0.06375443190336227,0.01200052909553051,0.011957945302128792,0.012455941177904606,0.013560171239078045,0.016007866710424423,0.01970316842198372,0.030105631798505783
21,0.11378080397844315,1e-05,0.35522663593292236,0.04873373359441757,0.04889750853180885,0.04765370488166809,0.04546090215444565,0.047502804547548294,0.053478822112083435,0.06349920481443405,0.011779644526541233,0.011734883300960064,0.012235281988978386,0.013315576128661633,0.01573396474123001,0.01937960460782051,0.029601940885186195
22,0.11213987320661545,1e-05,0.35922276973724365,0.04971550032496452,0.04983906075358391,0.04851417988538742,0.04605985805392265,0.04792241007089615,0.05373673513531685,0.06343505531549454,0.01161745935678482,0.011569522321224213,0.01206987351179123,0.013133135624229908,0.015507551841437817,0.019102580845355988,0.029139824211597443
23,0.11040906608104706,1e-05,0.36049190163612366,0.05027702823281288,0.05026507005095482,0.04897264391183853,0.04641328379511833,0.04787936061620712,0.0535164400935173,0.06316804885864258,0.011456954292953014,0.011407292447984219,0.0119051868095994,0.012948412448167801,0.015265628695487976,0.018797332420945168,0.028628209605813026
24,0.10862094908952713,1e-05,0.3637892007827759,0.0508851557970047,0.05084342136979103,0.0495697483420372,0.04699299857020378,0.048420920968055725,0.05394412577152252,0.06313283741474152,0.011297027580440044,0.011246228590607643,0.011740499176084995,0.012761707417666912,0.015014096163213253,0.0184792447835207,0.028082260861992836
25,0.10681770741939545,1e-06,0.36209213733673096,0.050766896456480026,0.05066050589084625,0.049480631947517395,0.0466877780854702,0.04816248640418053,0.05364295095205307,0.06269087642431259,0.011131026782095432,0.011080872267484665,0.011572706513106823,0.012573108077049255,0.01475489791482687,0.01815331168472767,0.027551889419555664
26,0.10646918416023254,1e-06,0.3624885678291321,0.05081513896584511,0.05068305879831314,0.049515847116708755,0.04675934463739395,0.04827383533120155,0.053733061999082565,0.06270822137594223,0.011094394139945507,0.01104422565549612,0.01153571717441082,0.012531318701803684,0.01470740232616663,0.018095219507813454,0.02746100351214409
27,0.10622328519821167,1e-06,0.36293289065361023,0.05088500678539276,0.050741806626319885,0.04959847778081894,0.04686290770769119,0.048366885632276535,0.05377865582704544,0.06269925087690353,0.01107141561806202,0.011020759120583534,0.011511905118823051,0.012504090555012226,0.014672615565359592,0.018053224310278893,0.0273892842233181
28,0.10599524527788162,1e-06,0.36320507526397705,0.050929006189107895,0.050779230892658234,0.04965497925877571,0.04693868011236191,0.04842599108815193,0.053797218948602676,0.06267991662025452,0.011051153764128685,0.01100012008100748,0.011490883305668831,0.012479756027460098,0.014640138484537601,0.018012922257184982,0.02732018008828163
29,0.10577511042356491,1e-06,0.36343511939048767,0.050970565527677536,0.05081557482481003,0.04970449581742287,0.04700296372175217,0.04847308620810509,0.053810980170965195,0.06265746057033539,0.01103201974183321,0.010980737395584583,0.011471089906990528,0.012456639669835567,0.014608681201934814,0.01797339878976345,0.02725246362388134
30,0.10554333031177521,1e-07,0.36320945620536804,0.05094599351286888,0.0508110336959362,0.04971552640199661,0.04699731990695,0.048437245190143585,0.05375133082270622,0.06255104392766953,0.011011553928256035,0.010959550738334656,0.01145003829151392,0.012431669980287552,0.014576121233403683,0.01793154887855053,0.027182869613170624
31,0.10551057755947113,1e-07,0.3629957139492035,0.05089296028017998,0.05076374486088753,0.04968041181564331,0.04697559028863907,0.048420291393995285,0.053731635212898254,0.06253110617399216,0.011008072644472122,0.01095656119287014,0.011446870863437653,0.012428389862179756,0.014571236446499825,0.01792563498020172,0.0271738450974226
32,0.10548469424247742,1e-07,0.36290836334228516,0.05087004601955414,0.05074262246489525,0.04966573789715767,0.04696882143616676,0.04841538518667221,0.05372399836778641,0.06252171844244003,0.011005626060068607,0.010954282246530056,0.01144443266093731,0.012425762601196766,0.014567410573363304,0.0179209653288126,0.027166249230504036
33,0.10546079277992249,1e-07,0.3628705143928528,0.05085931345820427,0.050732117146253586,0.049658749252557755,0.04696723446249962,0.04841483011841774,0.053721386939287186,0.06251682341098785,0.011003458872437477,0.010952175594866276,0.011442223563790321,0.012423304840922356,0.014563912525773048,0.01791663095355034,0.02715909853577614
34,0.10543785989284515,1e-07,0.36286023259162903,0.050855137407779694,0.05072745308279991,0.04965618625283241,0.04696889966726303,0.04841689392924309,0.053721606731414795,0.06251408159732819,0.011001428589224815,0.010950139723718166,0.011440114118158817,0.012420933693647385,0.014560559764504433,0.017912479117512703,0.027152180671691895
